Puesto,Empresa,Detalles,Enlace
Cloud Native Application Architect,Deloitte,26/02/2026 |  | Barcelona | Arquitecto TIC,https://www.tecnoempleo.com/cloud-native-application-architect-deloitte/python-java/rf-1be8186f5283e3aac842
Data Scientist,WayOps,26/02/2026 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/data-scientist-wayops/python-sklearn/rf-b1901557623be320e64a
Senior Software Engineer (RIsk Team),Ebury,26/02/2026 |  | Málaga (Híbrido) | Programador,https://www.tecnoempleo.com/senior-software-engineer-risk-team-ebury/python-django/rf-2681192e4296337ac744
Líder Técnico algoritmia GNC,GMV,25/02/2026 |  | Madrid (Híbrido) | Programador,https://www.tecnoempleo.com/lider-tecnico-algoritmia-gnc-gmv/matlab-c/rf-806612ef22f60354034d
Ingeniero/a Pruebas RF,GMV,25/02/2026 |  | Madrid | Electrónica,https://www.tecnoempleo.com/ingeniero-pruebas-rf-gmv/electronica-python/rf-c604153d6229e3df374f
Senior Data Engineer,Deloitte,25/02/2026 |  | Barcelona | Big Data,https://www.tecnoempleo.com/senior-data-engineer-deloitte/pyspark-sparksql/rf-b9f01056c2e303c7a742
Senior Data Engineer,Deloitte,25/02/2026 |  | Madrid | Big Data,https://www.tecnoempleo.com/senior-data-engineer-deloitte/pyspark-sparksql/rf-aed21aeab27fa3a30c41
Cloud Native Application Architect,Deloitte,25/02/2026 |  | Bizkaia | Arquitecto TIC,https://www.tecnoempleo.com/cloud-native-application-architect-deloitte/python-java/rf-a39213d3425763cd4f49
Técnico/a Validación y Verificación,GMV,25/02/2026 |  | Madrid (Híbrido) | Electrónica,https://www.tecnoempleo.com/tecnico-validacion-verificacion-gmv/python-c/rf-fcb11163d2ddf3f2b440
Data Engineer Consultant,Deloitte,25/02/2026 |  | Zaragoza | Big Data,https://www.tecnoempleo.com/data-engineer-consultant-deloitte/synapse-databricks/rf-c47713a2a29ad3782d41
Cloud Native Application Developer,Deloitte,25/02/2026 |  | Barcelona | Programador,https://www.tecnoempleo.com/cloud-native-application-developer-deloitte/python-java/rf-cc7c13e232a7337fb04f
Programador/a Odoo,Datanalisis Consultores,24/02/2026 |  | Castellón (Presencial) y otras | Analista Programador,https://www.tecnoempleo.com/programador-odoo-datanalisis-consultores/python-postgresql/rf-e4201ce4d21373905a49
Cloud Native Application Developer,Deloitte,24/02/2026 |  | Bizkaia | DevOps,https://www.tecnoempleo.com/cloud-native-application-developer-deloitte/aws-python/rf-69bc1cadc2985309744d
Data Manager,Deloitte,24/02/2026 |  | Madrid (Híbrido) | Big Data,https://www.tecnoempleo.com/data-manager-deloitte/pyspark-sparksql/rf-d24f1b2252c85365d64e
"Senior Software Engineer, Back-end (Fraud)",Affirm,20/02/2026 |  | Madrid | Programador,https://www.tecnoempleo.com/senior-software-engineer-back-end-fraud-affirm/python-kotlin/rf-795d1099424953676f46
Desarrollador/a backend,GMV,20/02/2026 |  | Madrid (Híbrido) | Programador,https://www.tecnoempleo.com/desarrollador-backend-gmv/java-python/rf-67591579a2cd83182e4e
Ingeniero de automatización,Michael Page,20/02/2026 |  | A Coruña (Presencial) | DevOps | 39.000€ - 54.000€ b/a,https://www.tecnoempleo.com/ingeniero-automatizacion-michael-page/sap-integration-suite-mulesoft/rf-5b4f10fae2a563b88c4c
Ingeniero/a Senior de JAVA para proyec,GMV,20/02/2026 |  | Madrid | Programador,https://www.tecnoempleo.com/ingeniero-senior-java-para-proyec-gmv/python-c/rf-057c132b32c4838dba4d
Staff Infrastructure Engineer,Factorial,20/02/2026 |  | Barcelona | DevOps,https://www.tecnoempleo.com/staff-infrastructure-engineer-factorial/java-python/rf-66fa1d2502f353815c4a
AI Engineer,WayOps,19/02/2026 |  | 100% remoto | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/ai-engineer-wayops/databricks-machine-learning/rf-b69b147ae2ebe33fc048
Senior Data Scientist,Randstad ES,19/02/2026 |  | Barcelona | Big Data,https://www.tecnoempleo.com/senior-data-scientist-randstad-es/python-azure/rf-4db11ed7a2d383f4ca45
Data Engineer,Unit8,18/02/2026 |  | Madrid y otras | Base de Datos/DBA | 54.000€ - 76.000€ b/a,https://www.tecnoempleo.com/data-engineer-unit8/python-foundry/rf-ee121bfb821173a75247
Software Engineer Fullstack – Sector Energía,"Solay Ingenieros, S.L.",17/02/2026 |  | Sevilla | Base de Datos/DBA | 24.000€ - 36.000€ b/a,https://www.tecnoempleo.com/software-engineer-fullstack-sector-energia-solay-i/javascript-typescript/rf-566c158e72c1d345e140
Responsable de Monitorización,Michael Page,17/02/2026 |  | Málaga (Híbrido) | Técnico de Sistemas | 60.000€ - 80.000€ b/a,https://www.tecnoempleo.com/responsable-monitorizacion-michael-page/siem-python/rf-bfe81bf31243b367dc44
Data Scientist,Randstad ES,16/02/2026 |  | Barcelona | Big Data,https://www.tecnoempleo.com/data-scientist-randstad-es/php-sql/rf-ad671ec8e23ca3cdbc43
AI Architect,WayOps,16/02/2026 |  | Madrid | Arquitecto TIC,https://www.tecnoempleo.com/ai-architect-wayops/pyspark-machine-learning/rf-41be18b8c219d3c63b4a
Senior GCP Data Lead,GFR Technologies SE,16/02/2026 |  | Madrid | Big Data,https://www.tecnoempleo.com/senior-gcp-data-lead-gfr-technologies-se/python-bigquery/rf-1047178da29b8338c243
Software Dev Engineer,Amazon,13/02/2026 |  | Madrid | Programador,https://www.tecnoempleo.com/software-dev-engineer-amazon/java-python/rf-294910d2f26843a15d41
Senior Data Scientist,Randstad ES,13/02/2026 |  | Barcelona | Big Data,https://www.tecnoempleo.com/senior-data-scientist-randstad-es/php-sql/rf-89961970125573bb0549
Junior Back End Software Engineering,Santander,10/02/2026 |  | Madrid | Programador,https://www.tecnoempleo.com/junior-back-end-software-engineering-santander/java-python/rf-5c5c14528288c3b0154f
Software Dev Engineer Intern,Amazon,09/02/2026 |  | Madrid | Programador,https://www.tecnoempleo.com/software-dev-engineer-intern-amazon/python-java/rf-dc6a1a10b286d37d6346
BI Developer (Automoción),Segula Technologies,09/02/2026 |  | Valladolid | Big Data,https://www.tecnoempleo.com/bi-developer-automocion-segula-technologies/python-sql/rf-10861d0f32411361b841
Data Analytics Engineer Banca,PANEL Sistemas Informáticos,06/02/2026 |  | Málaga (Presencial) | Big Data,https://www.tecnoempleo.com/data-analytics-engineer-banca-panel-sistemas-infor/python-sql/rf-b92e1b29521123fad04a
Analista Funcional Banca / Spring Batch,PANEL Sistemas Informáticos,06/02/2026 |  | Barcelona (Híbrido) | Analista,https://www.tecnoempleo.com/analista-funcional-banca-spring-batch-panel-sistem/springbatch-azure/rf-fdc11cbda28f83095d4d
Technical Lead for Integration,GMV,06/02/2026 |  | Madrid (Híbrido) | Programador,https://www.tecnoempleo.com/technical-lead-for-integration-gmv/rapita-vectorcast/rf-d773191c92536310fe4c
Data Engineer (AWS),Plexus,03/02/2026 |  | Madrid | Big Data,https://www.tecnoempleo.com/data-engineer-aws-plexus/python-etl/rf-d2781d2f020743009544
Senior Data Scientist,Veepee,03/02/2026 |  | Barcelona | Big Data,https://www.tecnoempleo.com/senior-data-scientist-veepee/python-sql/rf-ab801c26e2c123d33446
Data Engineer,EY,30/01/2026 |  | Málaga (Híbrido) y otras | Big Data,https://www.tecnoempleo.com/data-engineer-ey/python-sql/rf-3fcd13e3521803bb8445
Data Engineer (Airflow),WIZELINE,27/01/2026 |  | Barcelona | Big Data,https://www.tecnoempleo.com/data-engineer-airflow-wizeline/sql-python/rf-30e316dfc2f0730cf34f
Ingeniero/a Sistemas QKD,GMV,23/01/2026 |  | Valencia (Híbrido) y otras | Programador,https://www.tecnoempleo.com/ingeniero-sistemas-qkd-gmv/java-c/rf-bc6a107d426a53d8f24e
Senior Data Scientist,Wallapop,22/01/2026 |  | Barcelona (Híbrido) | Big Data,https://www.tecnoempleo.com/senior-data-scientist-wallapop/etl-python/rf-987d13d832d0b3228e4c
Senior Software Engineer - Backend & Scalability,Datadog,22/01/2026 |  | Madrid | Programador,https://www.tecnoempleo.com/senior-software-engineer-backend-scalability-datad/go-python/rf-138b13eea27443c5404c
Data Platform Engineer (f/m/d),Axpo Group,22/01/2026 |  | Madrid (Híbrido) | Big Data,https://www.tecnoempleo.com/data-platform-engineer-f-m-d-axpo-group/python-sql/rf-dff41b48f2116328eb44
Senior Java Developers - AWS,Plexus,22/01/2026 |  | Madrid | Programador,https://www.tecnoempleo.com/senior-java-developers-aws-plexus/python/rf-fcd31448025a53f87145
AI Engineer (GenAI & LLMOps),WayOps,20/01/2026 |  | Madrid | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/ai-engineer-genai-llmops-wayops/python-langchain/rf-25fc193b928d030e544c
Ingeniero/a de Testing,GMV,16/01/2026 |  | Madrid (Híbrido) | Ingenieros/Industria,https://www.tecnoempleo.com/ingeniero-testing-gmv/linux-doors/rf-eb63130d12d103a8eb49
Gen Artificial Intelligence Engineer,Plexus,09/01/2026 |  | Madrid | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/gen-artificial-intelligence-engineer-plexus/python-llm/rf-78ef1b2a92503343ff42
Ingeniero/a SOC Radware,GMV,22/12/2025 |  | Madrid (Híbrido) | Técnico de Sistemas,https://www.tecnoempleo.com/ingeniero-soc-radware-gmv/cloud-onprem/rf-657918c82299b3777242
SAS Visual Analytics,Krell Consulting & Training,19/12/2025 |  | Madrid (Híbrido) y otras | Analista | 21.000€ - 27.000€ b/a,https://www.tecnoempleo.com/sas-visual-analytics-krell-consulting-training/sas-visual-analytics-oracle/rf-8ec811683259e345c540
Ingeniero/a de software embebido,GMV,19/12/2025 |  | Madrid (Híbrido) | Programador,https://www.tecnoempleo.com/ingeniero-software-embebido-gmv/c-c/rf-1b541cd0d2bc33f05c41
Data Analyst,Plexus,19/12/2025 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/data-analyst-plexus/etl-python/rf-1b771133423633894845
Desarrollador Integraciones,Randstad ES,18/12/2025 |  | Madrid | Programador,https://www.tecnoempleo.com/desarrollador-integraciones-randstad-es/sql-net/rf-33ff1a60f22d93cd794f
Ingeniero/a de software,GMV,12/12/2025 |  | Madrid | Programador,https://www.tecnoempleo.com/ingeniero-software-gmv/python-java/rf-1c72183dc2db43328d4c
Data Engineer (m/f/d),BASF,11/12/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/data-engineer-m-f-d-basf/python-pyspark/rf-fa23109a624e3368de47
Senior GenAI Engineer,Accenture,09/12/2025 |  | Madrid (Híbrido) y otras | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/senior-genai-engineer-accenture/python-tensorflow/rf-a54f1f24e2ae53eeb04c
Data Science/MLOps Engineer,Accenture,02/12/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/data-science-mlops-engineer-accenture/python-machine-learning/rf-cc941d029256c31fe048
"Senior Software Engineer, Backend",Affirm,28/11/2025 |  | 100% remoto | Programador,https://www.tecnoempleo.com/senior-software-engineer-backend-affirm/python-kotlin/rf-c4f81ba0c22d53451042
Data Engineer,Second Window,28/11/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/data-engineer-second-window/hadoop-spark-hive-python-aws-emr-azure-gcp/rf-9120147ef2c6c37dfa4f
Ingeniero/a de sistemas,GMV,28/11/2025 |  | Madrid (Híbrido) | Ingenieros/Industria,https://www.tecnoempleo.com/ingeniero-sistemas-gmv/doors-python/rf-3d451005428d63f6dc43
Desarrollador/a de Informes con SAS,Krell Consulting & Training,21/11/2025 |  | Madrid (Híbrido) | Programador,https://www.tecnoempleo.com/desarrollador-informes-con-sas-krell-consulting-tr/python-oracle/rf-b48b14d952b563028943
Data Scientist Consultant,Accenture,19/11/2025 |  | Barcelona | Big Data,https://www.tecnoempleo.com/data-scientist-consultant-accenture/python-r/rf-f3c7118012eab3d33b45
Power BI Senior,Michael Page,11/11/2025 |  | Barcelona (Híbrido) | Analista | 39.000€ - 45.000€ b/a,https://www.tecnoempleo.com/power-bi-senior-michael-page/power-bi-sql-python/rf-ba9611b692db23ebea46
"Platform Engineer (DevOps, Cloud)",CIB labs,31/10/2025 |  | 100% remoto | Arquitecto TIC,https://www.tecnoempleo.com/platform-engineer-devops-cloud-cib-labs/kubernetes-amazon-web-services/rf-6d9e1155427c0309ab47
Ingeniero/a de algoritmia GNC,GMV,31/10/2025 |  | Madrid (Híbrido) | Ingenieros/Industria,https://www.tecnoempleo.com/ingeniero-algoritmia-gnc-gmv/matlab-c/rf-78f2111252d2a31c5944
Senior Data Engineer,WIZELINE,28/10/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/senior-data-engineer-wizeline/python-databricks/rf-dc3e17bde2bf1319e840
Data Analyst. 100% Teletrabajo,Second Window,27/10/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/data-analyst-100-teletrabajo-second-window/apache-spark-python-aws/rf-560210a342a37394d34b
Data Engineer (Snowflake),WIZELINE,23/10/2025 |  | Barcelona | Big Data,https://www.tecnoempleo.com/data-engineer-snowflake-wizeline/etl-python/rf-008316f4a2875344b044
Business Analyst,Second Window,25/09/2025 |  | 100% remoto | Jefe de Equipo,https://www.tecnoempleo.com/business-analyst-second-window/aws-python-sql/rf-37c41d2be2dc73f68549
Data Modeler / Bi Developer,Plexus,19/09/2025 |  | 100% remoto | Programador,https://www.tecnoempleo.com/data-modeler-bi-developer-plexus/python-sql/rf-0f4b100dc27ed34ca44f
Data Engineer,Sopra Steria,14/08/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/data-engineer-sopra-steria/sql-oracle/rf-ece216d2a2bb83ecee41
Lead Red Team,Global Exchange,07/08/2025 |  | Salamanca (Híbrido) | Ciberseguridad,https://www.tecnoempleo.com/lead-red-team-global-exchange/pentesting-ciberseguridad-python/rf-5af318948264a32f2743
React Senior Developer,Plexus,30/07/2025 |  | Madrid | Programador,https://www.tecnoempleo.com/react-senior-developer-plexus/python/rf-65c5106d92a673b3e445
Software Engineer,Plexus,25/07/2025 |  | Madrid | Programador,https://www.tecnoempleo.com/software-engineer-plexus/python-django/rf-f2a51354b243c380a14c
Data Engineer + Backend,Plexus,23/07/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/data-engineer-backend-plexus/java-spring-boot/rf-0bc8118df25b13c38649
Senior Data Analyst (English Mandatory),Sopra Steria,22/07/2025 |  | Barcelona | Analista,https://www.tecnoempleo.com/senior-data-analyst-english-mandatory-sopra-steria/sql-python/rf-36661856d23fa3a55743
Senior Data Scientist,Plexus,16/07/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/senior-data-scientist-plexus/python-aws/rf-3fe3110d025ff3c9fd48
Ingeniero/a Sénior ATM,GMV,14/07/2025 |  | Madrid (Híbrido) | Tester/QA,https://www.tecnoempleo.com/ingeniero-senior-atm-gmv/vsphere-docker-kubernetes-doors-python/rf-d32c11bb52d9a30e0c47
Desarrollador/a Full Stack,Krell Consulting & Training,11/07/2025 |  | Alicante | Analista Programador,https://www.tecnoempleo.com/desarrollador-full-stack-alicante/react-python-material-ui/rf-bd241aa952cd733d9a4d
Data Engineer + Backend,Plexus,11/07/2025 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/data-engineer-backend-plexus/java-spring/rf-baa513218271133bfd4d
Tech Lead AWS Serverless Developer,Plexus,10/07/2025 |  | Madrid | Analista Programador,https://www.tecnoempleo.com/tech-lead-aws-serverless-developer-plexus/lambdas-dynamodb/rf-02be19de529eb30cf94e
Ingeniero/a QA,GMV,07/07/2025 |  | Madrid (Híbrido) | Tester/QA,https://www.tecnoempleo.com/ingeniero-qa-gmv/qa-unix-selenium-python/rf-6c9818c2b23b43b0914d
Data Engineers - Talent Community,BASF,04/07/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/data-engineers-talent-community-basf/python-sql/rf-f5f71e8912699308d04d
Full Stack Developer,Plexus,04/07/2025 |  | Madrid | Programador,https://www.tecnoempleo.com/full-stack-developer-plexus/react-node/rf-9bdb119f82d563f74242
Data Engineer,Krell Consulting & Training,30/06/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/data-engineer-madrid/data-python-sql/rf-77741861e277032bea49
Data Scientist,Plexus,27/06/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/data-scientist-plexus/python-sql/rf-4c531d0722c48367d847
Full Stack Developer,Plexus,27/06/2025 |  | Madrid | Programador,https://www.tecnoempleo.com/full-stack-developer-plexus/react-nodejs/rf-82c6190d129703a8d042
Cloud Data Engineer AWS,Plexus,25/06/2025 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/cloud-data-engineer-aws-plexus/python/rf-d819197a12080363d447
Tech Lead AWS,Plexus,18/06/2025 |  | 100% remoto | Programador,https://www.tecnoempleo.com/tech-lead-aws-plexus/java-lambdas/rf-e08f1556d26753a04b45
Devops AWS,Krell Consulting & Training,16/06/2025 |  | Madrid (Híbrido) y otras | DevOps,https://www.tecnoempleo.com/devops-aws-krell-consulting-training/java-python-aws-git-ci-cd-terraform-g/rf-f8671334e24043469346
Data Engineer (Snowflake),Krell Consulting & Training,09/06/2025 |  | 100% remoto | Big Data | 30.000€ - 39.000€ b/a,https://www.tecnoempleo.com/data-engineer-snowflake-krell-consulting-training/snowflake-python/rf-b08b1de9a2e46314424b
Ingeniero/a Junior de software,GMV,06/06/2025 |  | Madrid (Híbrido) | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/ingeniero-junior-software-gmv/java-javascript-python/rf-e1491685229c3354dd44
Ingeniero/a de software,GMV,06/06/2025 |  | Madrid (Híbrido) | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/ingeniero-software-gmv/java-javascript-python/rf-5cfd168fb22373f9ac4a
Cloud Data Engineer AWS,Plexus,06/06/2025 |  | 100% remoto | Técnico de Sistemas,https://www.tecnoempleo.com/cloud-data-engineer-aws-plexus/python-lambda/rf-6c491da2b29043cebe41
Functional Data Analyst,sg tech,08/05/2025 |  | Madrid | Analista,https://www.tecnoempleo.com/functional-data-analyst-sg-tech/sql-powerbi-python/rf-8f71116e72ceb3278348
Senior Data Engineer,EY,06/05/2025 |  | Málaga | Big Data,https://www.tecnoempleo.com/senior-data-engineer-ey/sql-etl-python-java-r/rf-653b1f8ef2a253324448
Programador / Programadora,sg tech,05/05/2025 |  | 100% remoto | Programador,https://www.tecnoempleo.com/programador-programadora-sg-tech/python-bash-aws-node/rf-1b7e1b2b226533ad7445
Data Analyst,sg tech,02/05/2025 |  | Madrid (Híbrido) y otras | Analista,https://www.tecnoempleo.com/data-analyst-sg-tech/python-spark-etl-sql/rf-842a1009c25ef3bf004e
Junior Data Engineer,EY,02/05/2025 |  | Málaga | Big Data,https://www.tecnoempleo.com/junior-data-engineer-ey/powercenter-spark-python-java-r-sql/rf-e493179ef2acf3c76c42
Principal Software Engineer,Ebury,01/05/2025 |  | Málaga (Híbrido) | Programador,https://www.tecnoempleo.com/principal-software-engineer-ebury/python-jenkins-terraform/rf-55c01e77e276130c5547
Data Engineer,Plexus,01/05/2025 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/data-engineer-plexus/python-sql/rf-14ec1149026563dd9c4d
Senior Data Platform Engineer,Ebury,30/04/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/senior-data-platform-engineer-ebury/etl-python-sql/rf-d77c14e0d21e93d2a14c
Software Engineer - Fintech,Ebury,30/04/2025 |  | Málaga (Híbrido) | Programador,https://www.tecnoempleo.com/software-engineer-fintech-ebury/python/rf-93081cb2b24e53e3974a
Data Analyst - German Speaker,Criteo,30/04/2025 |  | Barcelona | Analista,https://www.tecnoempleo.com/data-analyst-german-speaker-criteo/python-sql/rf-bb59192302619313d543
Cyber Threat Intelligence Analyst,Deloitte,28/04/2025 |  | Madrid | Analista,https://www.tecnoempleo.com/cyber-threat-intelligence-analyst-deloitte/splunk-python-javascript/rf-2d1e1ab5a2793339254c
Consultor/a Senior Data Engineer,EY,28/04/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/consultor-senior-data-engineer-ey/python-java-r-sql/rf-25a912d16230b376f94e
Ingeniero de datos Azure,sg tech,28/04/2025 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/ingeniero-datos-azure-sg-tech/python-sql-azure/rf-485d175e02b123d2d648
Big Data Developer - Data Engineer,Plexus,25/04/2025 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/big-data-developer-data-engineer-plexus/etl-java-python-scala-sql/rf-351e1719924ec37d644b
Senior Data Platform Engineer,Ebury,24/04/2025 |  | Málaga | Big Data,https://www.tecnoempleo.com/senior-data-platform-engineer-ebury/python-sql/rf-f51b114c720eb3e5b447
Principal Software Engineer,Ebury,24/04/2025 |  | Madrid (Híbrido) | Programador,https://www.tecnoempleo.com/principal-software-engineer-ebury/python-api/rf-afa5132ae2ff93fd3340
Software Engineer - Fintech,Ebury,24/04/2025 |  | Madrid | Programador,https://www.tecnoempleo.com/software-engineer-fintech-ebury/python/rf-1b391facc203f37c2540
Ingeniero/a de SW para V&V,GMV,22/04/2025 |  | Madrid (Híbrido) | Tester/QA,https://www.tecnoempleo.com/ingeniero-sw-para-v-v-gmv/c-c/rf-8adf1f921260c3d4a44d
Analista BI,Krell Consulting & Training,18/04/2025 |  | Madrid (Híbrido) | Analista,https://www.tecnoempleo.com/analista-bi-krell-consulting-training/python-excel-power-bi/rf-afc01b47f2bed32f1f49
Consultor/a Data Engineer,EY,18/04/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/consultor-data-engineer-ey/sql-etl-python-java-r/rf-71ea1490a24c63d9624a
Cyber - DevSecOps,EY,18/04/2025 |  | Málaga | Ciberseguridad,https://www.tecnoempleo.com/cyber-devsecops-ey/sast-dast-sca-jenkins-gitlab-python-java/rf-23331203e27d63017e4c
Cloud Security Engineer,Santander,17/04/2025 |  | Madrid | Ciberseguridad,https://www.tecnoempleo.com/cloud-security-engineer-santander/nist-cis-aws-azure-terraform-ansible-pyt/rf-bdf3164242320314bd40
Senior Data Engineer,Nestle,17/04/2025 |  | Barcelona (Híbrido) | Big Data,https://www.tecnoempleo.com/senior-data-engineer-nestle/r-python-hadoop-hbase-spark-impala/rf-4fb91360f2999336c347
Intern Software Engineer,Ebury,16/04/2025 |  | Málaga (Híbrido) | Programador,https://www.tecnoempleo.com/intern-software-engineer-ebury/python/rf-fa7515c03246136f5940
Staff Software Engineer,Affirm,15/04/2025 |  | 100% remoto | Programador,https://www.tecnoempleo.com/staff-software-engineer-affirm/ci-cd-typescript-python/rf-9de41a9b42fae3723d4f
Senior Full-Stack Developer,Ebury,14/04/2025 |  | Málaga (Híbrido) | Programador,https://www.tecnoempleo.com/senior-full-stack-developer-ebury/python-django-node-vue-react/rf-d69a185e528e53c4f546
Analista Programador/a,sg tech,11/04/2025 |  | 100% remoto | Analista Programador,https://www.tecnoempleo.com/analista-programador-a-sg-tech/java-python-mysql/rf-7a1f1939f21be384a84b
Senior Data Engineer,Affirm,11/04/2025 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/senior-data-engineer-affirm/sql-python/rf-3d091f9432d1333c2d49
Desarrollador de aplicaciones,sg tech,11/04/2025 |  | 100% remoto | Programador,https://www.tecnoempleo.com/desarrollador-aplicaciones-sg-tech/python-pyspark-scalaspark/rf-12c91282224b23f6774e
Manager Software Engineering,Affirm,11/04/2025 |  | 100% remoto | Jefe de Equipo | 100.000€ - 130.000€ b/a,https://www.tecnoempleo.com/manager-software-engineering-affirm/python-kotlin-react/rf-f90a147882ac63deed49
Lead Data Analyst,Tangelo Games,10/04/2025 |  | Barcelona (Híbrido) | Big Data,https://www.tecnoempleo.com/lead-data-analyst-tangelo-games/python-r-sql/rf-bdc918a442bc3313c041
Programador de aplicaciones web,5 Digital Street,09/04/2025 |  | Sevilla (Presencial) | Programador,https://www.tecnoempleo.com/programador-aplicaciones-web-5-digital-street/python-sql-docker/rf-1c6b1e92e26c63b1e54a
Principal Software Engineer - Fintech,Ebury,09/04/2025 |  | Málaga (Híbrido) | DevOps,https://www.tecnoempleo.com/principal-software-engineer-fintech-ebury/python-jenkins-terraform/rf-bfe71051320c3395564e
Data Analytics Intern,Criteo,04/04/2025 |  | Barcelona | Analista,https://www.tecnoempleo.com/data-analytics-intern-criteo/sql-python/rf-60241e9042f933de5c42
Principal Software Engineer,Ebury,04/04/2025 |  | Madrid | Programador,https://www.tecnoempleo.com/principal-software-engineer-ebury/python-ci-cd/rf-cffd148f122113efda43
Software Engineer,Affirm,04/04/2025 |  | 100% remoto | Programador,https://www.tecnoempleo.com/software-engineer-affirm/python-kotlin-mysql/rf-1f72152c42dee315804e
Software Engineer for Ground Support,Airbus,04/04/2025 |  | Madrid | Electrónica,https://www.tecnoempleo.com/software-engineer-for-ground-support-airbus/net-c-python/rf-304e18065254c3c7a74f
Fullstack Engineer for AI Solutions,BASF,01/04/2025 |  | Madrid (Híbrido) | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/fullstack-engineer-for-ai-solutions-basf/python-javascript-node-angular-vu/rf-626c185422c3e3d32641
Genesys Cloud Architect,Cognizant Technology Solutions,01/04/2025 |  | 100% remoto | Arquitecto TIC,https://www.tecnoempleo.com/genesys-cloud-architect-cognizant-technology-solut/genesys-node-python/rf-c71d185eb2994378e74e
Data Engineer,Amazon,01/04/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/data-engineer-amazon/python-redshift-quicksight-aws/rf-091c19f6329e53eee441
Data Architect,Cognizant Technology Solutions,01/04/2025 |  | 100% remoto | Arquitecto TIC,https://www.tecnoempleo.com/data-architect-cognizant-technology-solutions/python-sql-spark-etl/rf-798f140752cfc338ff41
Senior Data Engineer - Fintech,Ebury,31/03/2025 |  | Madrid (Híbrido) | Big Data,https://www.tecnoempleo.com/senior-data-engineer-fintech-ebury/python-sql-etl-rest/rf-5a7f129512b19324704d
Senior Data Analyst,EPAM,31/03/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/senior-data-analyst-epam/python-sql/rf-0fb61ba8a2f1f392f34d
AWS Data Engineer,Cognizant Technology Solutions,31/03/2025 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/aws-data-engineer-cognizant-technology-solutions/python-sql-spark-aws/rf-16d113284218630baa47
Jefe/a de Proyectos IT,Malthus Darwin,31/03/2025 |  | Barcelona | Jefe de Proyecto | 39.000€ - 42.000€ b/a,https://www.tecnoempleo.com/jefe-proyectos-it-malthus-darwin/scrum-kanban-jira-ms-project-trello-java-/rf-fce411943226b3ad6e41
Senior Data Platform Engineer,Ebury,31/03/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/senior-data-platform-engineer-ebury/python-sql-etl/rf-f5251bde62e463b8794f
Senior Data Platform Engineer,Ebury,31/03/2025 |  | Málaga | Big Data,https://www.tecnoempleo.com/senior-data-platform-engineer-ebury/python-sql/rf-441d1072e26383880c4c
RPA BluePrism Developer Senior,EY,31/03/2025 |  | Málaga | Programador,https://www.tecnoempleo.com/rpa-blueprism-developer-senior-ey/rpa-blueprism-python/rf-5e891260e20a3370944e
Application Security Engineer,Amazon,28/03/2025 |  | Barcelona | Ciberseguridad,https://www.tecnoempleo.com/application-security-engineer-amazon/java-python-javascript/rf-7f3f136eb255b342694e
Senior Data Scientist,BASF,28/03/2025 |  | Madrid (Híbrido) | Big Data,https://www.tecnoempleo.com/senior-data-scientist-basf/pytorch-tensorflow-python/rf-311c14848226f3822144
Software Dev Engineer,Amazon,28/03/2025 |  | Madrid | Programador,https://www.tecnoempleo.com/software-dev-engineer-amazon/java-c-c-python/rf-ea0f1567c221834d0f4f
Software Developer,BASF,28/03/2025 |  | Madrid (Híbrido) | Programador,https://www.tecnoempleo.com/software-developer-basf/java-python-net/rf-e486178c82260316e34c
